label,text
positive,Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .
positive,- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .
neutral,"Finland-based companies , L+�nnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia ."
neutral,"Linde acts responsibly towards its shareholders , business partners , employees , society and the environment - in every one of its business areas , regions and locations across the globe ."
neutral,"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station ."
neutral,"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height ."
negative,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .
neutral,The chain is to unite 45-50 centres by the end of 2008 .
neutral,"Typically , the transmission power level can be decreased when the interference noise is above a predefined value ."
positive,Return on capital employed rose by 4.8 percentage points to 19.6 % .
positive,"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated ."
positive,"Under the agreement , TietoEnator will provide Blyk with extended application and business process management services and an IT infrastructure ."
neutral,The solution will now be expanded to include all ground staff tasks .
negative,Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .
neutral,"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car ."
neutral,"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) ."
positive,The companies expect the first orders already in 2011 .
negative,"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales ."
neutral,"Thanks to the development of a system that enables it to trace the origin of all the palm oil that it uses , it knows exactly where and how its palm oil has been produced ."
positive,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .
positive,"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period ."
positive,CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .
negative,"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed ."
positive,"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland ."
neutral,The new shares entitle their holders to dividends for fiscal 2006 .
positive,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 ."
neutral,"Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones ."
neutral,"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said ."
positive,"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target ."
neutral,`` Management decided at the end of 2005 to increase cathode copper capacity .
positive,UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .
positive,He also mentions that this improvement to the service follows the recent expansion of the Finnlines service from Bilbao via Antwerp and Helsinki and from Hull via Helsinki to St. Petersburg .
neutral,"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain ."
neutral,This is the company 's first contract abroad .
neutral,The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .
neutral,Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .
neutral,M-real will start statutory employer-employee negotiations at the +_+�nekoski board mill that concern about 130 people .
positive,TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .
neutral,"A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account ."
neutral,The shares subscribed will be eligible for trade on the following day from the registration .
neutral,`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .
neutral,The size of a cider bottle will remain unchanged .
neutral,The report will be emailed within 2 business days of an order .
positive,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .
negative,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .
neutral,As a consequence of the merger the number of administration personnel at the factories will be reduced by six .
neutral,Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .
positive,Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .
neutral,"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 ."
positive,`` The Government has had a very professional approach in assessing the offer .
positive,16 February 2011 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources ( OSL : NAUR ) ( TSE : NAU ) .
neutral,"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely ."
neutral,Profit after taxes totaled EUR 12.1 mn .
negative,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses ."
positive,"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said ."
negative,"Temporary lay-offs , affecting the entire workforce , will also be implemented ."
positive,"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 ."
neutral,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .
positive,"We can choose the most efficient , best overall value option for our customers already at the bidding stage ."
positive,Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .
neutral,"Teollisuuden Voima Oyj , the Finnish utility known as TVO , said it shortlisted Mitsubishi Heavy s EU-APWR model along with reactors from Areva , Toshiba Corp. , GE Hitachi Nuclear Energy and Korea Hydro & Nuclear Power Co. ."
neutral,The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .
neutral,"In this way , the industry 's starting point has been the consumers ' needs ."
positive,The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .
positive,"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment ."
neutral,Nordea will coordinate the syndicated loan .
neutral,"Swedish telco TeliaSonera is teaming up with Friends , a Swedish organization against bullying , to fight bullying of children and teenagers via electronic channels ."
negative,"Kiosk and cinema operations have suffered , in particular ."
neutral,The contract covers new energy-efficient AC drives that have been designed in cooperation between the companies .
positive,"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added ."
positive,"Kaido Kaare , general director for Atria Eesti , says the company 's investments in the upgrade of the pig farms surpass EEK 150mn EUR 9.59 mn USD 14.19 mn in the past years ."
neutral,The financial details of the acquisition were not disclosed .
neutral,The contract will take effect in 2009 for a five or ten year period .
neutral,You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .
positive,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 ."
neutral,"The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 ."
positive,"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) ."
neutral,Temporary layoffs in these units have already started .
neutral,Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .
positive,"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million ."
neutral,"Besides , as there is no depositor preference in Finland , senior debt and deposits rank on a par , which is also taken into consideration , the agency added ."
positive,That would be an increase from estimated sales of 117 million last year .
positive,"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music ."
neutral,"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA ."
neutral,Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .
positive,"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 ."
neutral,Automation makes it possible to conduct several tests simultaneously .
positive,"Via the Satlan acquisition , Teleste plans to further expand its market presence as a video services partner for cable operators , broadcasters and IPTV service providers ."
negative,"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % ."
neutral,"The vessels also have to be environmentally friendly , fast , and have all modern conveniences ."
positive,"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated ."
negative,GSK announced in November 2008 that it would close its operations in Dartford .
neutral,"One of the opportunities would be to bring all Baltic meat processing to Rakvere , like processing was concentrated at the Vantaa meat-packing unit in Finland , the paper wrote ."
neutral,A comprehensive range of cut-to-length and slitting services will allow Ruukki in particular to serve light engineering customers who relocate their production to the St. Petersburg area .
positive,"agreement with SHB 30 December 2009 - Finnish financial services group Aktia HEL : AKTAV has concluded a market making agreement with Svenska Handelsbanken STO : SHB A , or SHB , the two parties said today ."
positive,"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 ."
neutral,Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .
positive,"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 ."
positive,"`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds ."
neutral,"So far the company has awarded more than $ 350,000 worth of tools and materials ."
neutral,"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists ."
negative,Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .
neutral,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .
neutral,"GS Engineering will install the valves at a liquefied natural gas LNG plant it has built for UAE LNG extraction and gas plants operator GASCO in Ruwais , UAE ."
neutral,Managing Director Timo Kohtam+�ki of Lemmink+�inen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .
neutral,"The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold ."
negative,Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .
neutral,"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 ."
neutral,"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India ."
neutral,"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant ."
positive,"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''"
neutral,"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations ."
positive,"Overall , 50 percent of respondents were confident about their security when banking online ."
neutral,"The total investment necessary will be EUR40m , the company estimated ."
positive,Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .
neutral,"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however ."
neutral,The corrected chapter is in its entirety below .
positive,"In addition to fireplace exports , demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year ."
neutral,"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space ."
neutral,"Its annual capacity is some 10,000 MW ."
neutral,"On preliminary estimate , the hotel will operate under the brand Novotel ."
positive,"To our members and partners , the use of IT will mostly be apparent in the increased efficiency of the results service , '' observes Perttu Puro from Tradeka ."
positive,`` We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .
neutral,Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .
negative,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 ."
neutral,"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec ."
positive,Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .
neutral,"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business ."
neutral,Rimi supermarket is the key customer in Magistral center .
positive,"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today ."
neutral,"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax ."
neutral,Total value of the contract is about EUR 10mn .
neutral,Aldata to Share Space Optimization Vision at Apollo User Group and 2009 Category Management Association Conferences ; Company Will Unveil New Solution that Combines Business Intelligence with Space Planning Data at Conferences
neutral,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur ."
neutral,The authorization is in force for a period of 18 months from the resolution by the General Meeting .
neutral,"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan ."
positive,The company will use the assets for strengthening its balance sheet and financial position .
neutral,"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added ."
neutral,Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .
neutral,"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki ."
neutral,"The Company serves approximately 3,000 customers in over 100 countries ."
neutral,The newspaper 's best sales asset is high quality journalism and journalistic content .
neutral,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India ."
neutral,"In 2007 , Etteplan had turnover of EUR125 .2 m."
positive,The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses .
neutral,Operating loss landed at EUR39m including one-offs and at EUR27m excluding one-offs .
neutral,"Blyk is launching first in the UK market in mid-2007 , with other markets to follow ."
neutral,No planned closing date was provided .
neutral,"The total number of voting rights is 74,612,523 ."
positive,"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements ."
neutral,"According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing ."
neutral,"Some 250 people , of whom more than 200 are workers , will be retiring from the Raahe Works between 2008 and 2011 ."
neutral,"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal ."
neutral,"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland ."
positive,"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 ."
negative,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .
positive,Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .
neutral,Okmetic revised its 2010 financial outlook based on its order book .
positive,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .
neutral,"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales ."
positive,Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .
neutral,The agreement is valid for four years .
neutral,"It started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming ."
neutral,"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment ."
neutral,The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .
neutral,"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum ."
neutral,Central Europe is an important market area for Honka .
positive,Operating profit improved by 16.7 % to EUR 7.7 mn .
neutral,The company will release its 2010 results on 11 February 2011 .
neutral,"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation ."
positive,"Again , the most significant sales increase of 18.6 % was in Russia ."
neutral,"The area will also include some central buildings , and Honkarakenne has started negotiations on their delivery ."
positive,The members of the management team will contribute to the adjustment measures with temporary salary cut of 5 % .
positive,We can capitalize on our experience from a number of similar bridge projects in the Nordic countries .
positive,The policy was also aimed at making the companies more profitable and competitive .
neutral,"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires ."
neutral,BM4 middle layer headbox will be equipped with a dilution control system .
neutral,"The latest date for registration is on 4 April , 2006 ."
positive,Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .
neutral,"The company operates worldwide and employs in total approximately 47,000 persons ."
positive,Finnair was able to operate most of its leisure flights despite the strike .
positive,"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote ."
neutral,Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .
neutral,For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .
positive,"Finnish GeoSentric , a developer and provider of solutions , products , and technologies for location based services , has preliminary agreed on a EUR 6mn short-term funding with its leading investor ."
negative,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago ."
neutral,Public services will also be available .
neutral,The first quarter was as expected and was in line with analysts ' forecasts .
neutral,The products have a low salt and fat content .
neutral,"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings ."
neutral,These six agreements are the company 's first customer acquisitions in India since taking over TVS Electronics ' contract manufacturing facility in Jun 2007 .
neutral,`` Our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment .
positive,Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .
positive,Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .
negative,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes ."
neutral,"After the transaction , Tikkurila has no powder coatings related operations ."
neutral,The category was marked by maturity and the recession .
neutral,"` Patja has worked well for us for more than a decade , and Fujitsu 's new bid was competitive ."
neutral,"The Bank of Tokyo-Mitsubishi UFJ , Ltd acted as agent for the loan ."
positive,"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 ."
positive,Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .
positive,"Biohit and VWR have been in close cooperation for a number of years in the US , where Biohit is one of VWR 's focus suppliers ."
positive,"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 ."
neutral,"Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic 3-D graphics ."
neutral,RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .
neutral,The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .
neutral,"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets ."
neutral,"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage ."
positive,"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period ."
neutral,Basware Einvoices Oy will be merged into the parent company during the present fiscal period .
neutral,"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 ."
neutral,"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients ."
positive,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months ."
neutral,The phones are targeted at first time users in growth markets .
neutral,"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn ."
neutral,"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region ."
neutral,Valga Lihatoostus markets its products under the Maks & Moorits trademark .
neutral,"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai ."
neutral,Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .
positive,"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 ."
positive,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -_ 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .
neutral,The value of the order is nearly EUR400m .
neutral,"L+�nnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish ."
positive,"The apartment block will be well-located , in easy reach of the city center and close to both a school and kindergarten ."
negative,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 ."
neutral,"The company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding ."
positive,"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 ."
neutral,The tower 's engineers have created an 18 degree westward lean - four times the inclination on the Leaning Tower of Pisa - using diagrid structures that are aligned geometrically using Tekla Structures BIM ( Building Information Modeling ) software .
positive,"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 ."
neutral,The company 's operating profit for 2006 stood at 39.6 mln euro ( $ 57.9 mln ) .
neutral,Nokia is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs .
positive,"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 ."
neutral,"The market making in accordance with the agreement will begin on September 24 , 2009 ."
neutral,"So , at the present time Nokian tires had the contract of tires production in China ."
neutral,Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .
neutral,"The 19,200-square metre technology center is located near University of Tampere in central Tampere ."
negative,"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % ."
neutral,He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .
neutral,High winds also toppled three semi-trailers on I-15 north of Barstow .
neutral,The bond has a value of EUR150m and a maturity of 4 years .
neutral,The maximum number of new shares to be offered is 22 million .
neutral,"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue ."
neutral,"Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lots of fun downloading your favorite media ."
neutral,"The building owner and developer , Sun Hung Kai Properties Group , is one of the largest property companies in Hong Kong , developing all types of premium residential and commercial projects for sale and investment ."
positive,Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .
neutral,`` I 'm not sure what 's happening .
positive,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .
neutral,"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities ."
neutral,"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services ."
neutral,"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them ."
positive,"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups ."
neutral,"Mr. Atul Chopra , Chief Operating Officer & President , Tecnotree elaborated '' I am eager to see the continued success of the former Tecnomen , bringing Lifetree product to MENA , under the Tecnotree umbrella ."
positive,"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday ."
negative,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 ."
neutral,"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 ."
negative,"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier ."
negative,"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 ."
positive,Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .
negative,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .
neutral,"Additionally , information on business segments , competitors and future outlook are provided ."
neutral,The deal will have no significant effect on the acquiring company 's equity ratio .
negative,Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .
neutral,"Of this , EUR 38.8 mn was net interest income ."
neutral,They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .
positive,"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said ."
neutral,"The study is expected to provide proof of pharmacodynamic activity in humans , corroborate the safety profile and establish dose ranges for further therapeutic studies ."
positive,"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 ."
neutral,"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees ."
neutral,The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .
neutral,Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .
neutral,Fortum also has a blocking stake in Northwestern TGK-1 .
negative,"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another ."
neutral,"The Filter Tips cover the volume range from 0.1-1200 -�l including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -�l volume capacities ."
neutral,"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February ."
positive,"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously ."
neutral,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .
neutral,"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds ."
